DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,%PeaksIn,PTIScore,Freq 1,Freq 2,Freq 3,Freq 4,Freq 5,Freq 6,Freq 7,Freq 8,Freq 9,Freq 10,Freq 11,Freq 12,Freq 13,Freq 14,Freq 15,Freq 16,Freq 17,Freq 18,Freq 19,Freq 20,Freq 21,Freq 22,Freq 23,Freq 24,Freq 25,Freq 26,Freq 27,Freq 28,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28
9,4282,45753578_1450,9/7/2023 15:06,22.8,2,,TRUE,,GD,No Defect,Not Done,Pass,,Not Done,Pass,,Pass,110_LVL (new),none,,,1,2012,Fail,0,0,-0.275,-0.636,-0.132,-0.091,-0.094,-0.1,-0.079,-0.08,-0.071,-0.031,-0.007,-0.042,-0.017,-0.048,-0.061,-0.057,-0.053,-0.051,-0.07,-0.068,-0.047,-0.071,-0.044,-100,-0.091,-0.043,-100,-0.012,-0.275,251.975,32.341,-228.302,-24.646,-0.636,316.574,11.21,-317.351,-10.652,-0.132,178.677,67.824,35.457,-40.492,-0.091,294.494,8.073,6.446,-7.554,-0.094,192.894,57.102,55.04,-36.407,-0.1,418.056,-23.398,-104.276,30.413,-0.079,373.28,21.724,4.109,-17.912,-0.08,319.81,-18.028,-61.222,21.895,-0.071,362.98,-1.669,-56.267,1.625,-0.031,403.368,7.84,-11.048,-7.299,-0.007,403.86,20.862,17.651,-17.267,-0.042,399.52,0,-21.347,-0.042,-0.017,458.441,-4.777,7.597,4.999,-0.048,381.713,-9.903,-25.082,10.938,-0.061,391.338,-3.226,-47.779,3.271,-0.057,242.771,16.489,16.048,-14.204,-0.053,317.433,6.896,0.1,-6.5,-0.051,251.02,43.51,55.872,-30.354,-0.07,345.534,-19.959,-47.505,24.849,-0.068,176.963,11.772,16.42,-10.593,-0.047,489.047,-6.142,-25.571,6.493,-0.071,-34.448,-13.882,46.719,16.038,-0.044,-30.036,-3.632,2.014,3.723,-100,-100,-100,100,-100,-0.091,-60.754,-36.937,-140.485,58.427,-0.043,334.575,44.584,20.836,-30.866,-100,-100,-100,100,-100,-0.012,-48.973,9.518,-9.28,-8.702
10,4289,45876558_1450,11/7/2023 20:09,22.6,2,,TRUE,,GD,No Defect,Not Done,Pass,,Not Done,Pass,,Pass,110_LVL (new),none,0,,2,2012,Fail,0,0,0.306,0.537,0.153,0,0.33,0.01,0.01,0.031,0.039,0.016,0.046,0.009,0.053,0.037,0.008,0.01,0.037,-0.048,-0.035,0.053,0.005,0.01,-0.003,0.064,-0.029,-0.14,0.252,0.056,0.306,-73.26,-34.087,54.638,52.18,0.537,-74.569,-63.079,73.4,172.307,0.153,16.422,8.948,-108.369,-8.073,0,-18.032,0.708,26.121,-0.703,0.33,-39.874,-36.376,10.882,57.692,0.01,-7.174,-17.796,-17.08,21.661,0.01,-30.836,59.298,32.571,-37.218,0.031,-24.445,-8.328,28.623,9.119,0.039,-19.085,0.712,-12.774,-0.668,0.016,-30.569,12.37,43.366,-10.995,0.046,-24.141,5.241,8.972,-4.936,0.009,-13.49,-0.851,-26.97,0.868,0.053,-5.384,7.588,0.482,-7.003,0.037,17.152,-10.565,-58.836,11.855,0.008,-32.29,-8.997,1.05,9.895,0.01,-28.194,7.887,10.023,-7.301,0.037,-27.716,-3.188,-7.212,3.332,-0.048,-48.221,26.793,37.451,-21.169,-0.035,-39.499,13.795,-11.679,-12.154,0.053,-12.884,5.922,-4.778,-5.541,0.005,-28.192,5.709,19.066,-5.396,0.01,8.191,-28.864,-30.521,40.589,-0.003,-27.494,8.008,22.06,-7.417,0.064,-2.423,-3.73,-5.454,3.941,-0.029,-75.667,-21.345,8.883,27.1,-0.14,-29.976,-6.359,-16.424,6.642,0.252,83.586,50.882,-70.786,-33.556,0.056,-58.791,-56.443,15.769,129.715
11,4291,45569124_1450,5/31/2023 21:13,24.1,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,2,2012,Fail,0,0,-1.436,-1.003,-0.048,0.061,0.059,0.121,0.06,0.017,0.071,0.063,0.081,0.037,0.05,0.033,0.02,0.04,0.074,0.002,0,0.305,0.013,0.043,-0.019,-0.085,0.014,0.101,0.03,0.104,-1.436,40.083,-53.239,29.067,110.784,-1.003,207.803,49.541,69.265,-33.8,-0.048,1530.33,52.614,9.207,-34.507,0.061,1565.398,44.186,-65.734,-30.603,0.059,4724.078,-6.814,-63.71,7.375,0.121,2139.256,-25.856,-160.63,35.036,0.06,1207.061,-8.646,-58.155,9.53,0.017,1552.493,37.542,-31.559,-27.282,0.071,1566.694,41.286,-89.36,-29.171,0.063,1492.925,2.338,-86.848,-2.223,0.081,23.877,-11.31,73.458,12.844,0.037,1629.941,-24.293,-202.872,32.137,0.05,1993.105,-10.786,-82.606,12.145,0.033,6872.331,1.307,-100.802,-1.258,0.02,-29.912,13.542,-59.16,-11.909,0.04,1567.426,0.042,-107.619,-0.002,0.074,1735.506,-1.511,-152.182,1.61,0.002,554.554,166.888,85.659,-62.53,0,429.482,6.302,-117.208,-5.928,0.305,927.992,61.567,-48.315,-37.917,0.013,1370.17,19.532,-39.201,-16.33,0.043,352.432,-11.185,-92.121,12.642,-0.019,45.214,-16.972,-159.274,20.418,-0.085,6935.652,209.161,-335.984,-67.682,0.014,195.26,-18.524,-340.144,22.753,0.101,1655.548,54.231,-41.381,-35.097,0.03,2038.022,26.307,-63.533,-20.804,0.104,138.047,-76.274,25.275,321.923
12,4292,45637613_1450,7/5/2023 23:53,27,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,0,0,Fail,0,0,-0.335,-0.449,-0.027,-0.011,-0.056,0.01,-0.029,0,0.015,0.008,-0.015,-0.051,-0.02,-0.033,-0.023,-0.012,-0.006,-0.011,-0.045,0.264,-0.041,-0.035,-0.032,-100,0,-0.047,-0.006,-0.042,-0.335,225.827,-51.77,45.12,106.646,-0.449,25.368,-63.763,75.959,174.725,-0.027,351.417,17.823,20.631,-15.149,-0.011,260.664,27.153,12.345,-21.363,-0.056,14.448,-4.082,-14.952,4.198,0.01,285.092,-2.46,-11.735,2.532,-0.029,287.037,15.87,6.069,-13.722,0,219.512,-37.322,-28.935,59.546,0.015,278.392,-16.146,-72.052,19.272,0.008,404.167,-13.793,-61.324,16.008,-0.015,-64.666,-6.375,-19.129,6.793,-0.051,219.88,-1.852,2.771,1.835,-0.02,305.112,3.026,7.995,-2.957,-0.033,373.177,-16.44,-33.177,19.635,-0.023,-26.87,1.345,7.898,-1.35,-0.012,355.431,-2.204,-11.526,2.242,-0.006,301.818,-10.233,-31.781,11.392,-0.011,265.149,-5.062,-4.755,5.319,-0.045,256.435,-5.378,-95.659,5.636,0.264,274.004,55.461,-14.414,-35.505,-0.041,227.734,13.402,13.178,-11.854,-0.035,207.04,3.761,-4.462,-3.658,-0.032,-49.696,4.708,-1.618,-4.527,-100,-100,-100,100,-100,0,-48.646,-6.027,5.889,6.414,-0.047,295.871,5.958,23.201,-5.667,-0.006,323.241,-13.502,-39.772,15.602,-0.042,-13.821,-2.269,-6.094,2.279
13,4299,45873841_1450,11/3/2023 20:16,22.4,2,,TRUE,,GD,No Defect,Not Done,Pass,,Not Done,Pass,,Pass,110_LVL (new),none,0,,2,2012,Fail,0,0,0.609,0.135,0.07,0.01,0.061,0,-0.129,0.083,0.039,-0.008,-0.046,-0.036,-0.078,0.041,-0.069,-0.02,-0.032,-0.032,-0.035,-0.033,-0.013,-0.012,-0.032,-100,-0.044,-0.095,0.236,0.082,0.609,29.846,64.39,-393.36,-38.799,0.135,-17.761,-19.282,-224.026,24.056,0.07,-27.012,23.131,-56.659,-18.729,0.01,-12.231,-6.124,-22.931,6.534,0.061,-0.206,-1.079,6.419,1.153,0,-13.373,-1.646,-4.847,1.673,-0.129,-53.909,-25.884,-25.025,34.749,0.083,69.483,3.773,-1.434,-3.556,0.039,-24.515,6.236,16.943,-5.832,-0.008,-32.975,-5.982,-22.992,6.354,-0.046,-51.783,2.195,-16.432,-2.193,-0.036,-41.713,8.008,-42.97,-7.448,-0.078,-32.522,-24.038,-60.703,31.542,0.041,33.583,-10.621,-50.308,11.929,-0.069,-54.37,-12.243,-42.515,13.872,-0.02,-34.567,7.391,32.919,-6.901,-0.032,-47.697,-21.78,-51.247,27.804,-0.032,-51.1,21.604,42.916,-17.792,-0.035,-51.83,34.813,37.355,-25.849,-0.033,2.186,-13.303,-10.887,15.306,-0.013,-16.865,-8.028,-22.88,8.715,-0.012,-12.817,-8.308,36.169,9.047,-0.032,-42.244,-14.636,-34.069,17.108,-100,-100,-100,100,-100,-0.044,-71.165,-11.515,5.5,12.965,-0.095,-35.926,5.535,28.799,-5.334,0.236,8.08,28.567,-60.907,-22.036,0.082,5.105,179.945,-44.998,-64.249
14,4308,45635149_1450,7/4/2023 0:58,27,2,,TRUE,,GD,,,,,,Pass,,,300_FW,,,,,,Fail,0,0,0.159,0.827,-0.003,0.034,0.137,0.03,0.01,-0.051,0.079,0.055,0.037,0.038,0.137,0.06,0.058,0.12,0.086,0.046,0.01,-0.404,0.106,0.113,0.063,-100,0.041,-0.061,0.048,0.012,0.159,946.214,95.057,79.616,-48.651,0.827,1223.532,24.005,71.767,-18.691,-0.003,1497.795,-17.706,-118.896,21.511,0.034,873.201,-14.826,-116.191,17.446,0.137,16.119,-67.636,-253.695,209.409,0.03,574.674,19.349,-11.005,-16.187,0.01,1122.698,-27.138,-116.13,37.26,-0.051,458.806,-6.257,-113.241,6.62,0.079,741.627,-4.48,-94.736,4.773,0.055,1227.59,2.925,-171.389,-2.789,0.037,660.684,2.711,-130.6,-2.603,0.038,735.516,-12.288,-180.022,14.053,0.137,781.039,-12.884,-125.191,14.947,0.06,709.486,-28.956,-228.817,40.843,0.058,474.04,-10.659,-40.959,11.997,0.12,2023.116,0.67,-606.777,-0.546,0.086,1424.413,-16.726,-311.938,20.189,0.046,98.943,-31.61,-213.929,46.288,0.01,1789.826,50.916,-77.141,-33.732,-0.404,-56.155,-37.163,-5.886,58.5,0.106,69.882,-28.595,-188.618,40.194,0.113,57.588,2.634,-103.177,-2.456,0.063,214.235,-26.732,-176.939,36.572,-100,-100,-100,100,-100,0.041,16.809,5.019,-59.439,-4.74,-0.061,318.366,-21.032,7.588,26.556,0.048,62.312,18.881,-49.043,-15.842,0.012,-55.508,4.292,15.129,-4.104
15,4309,45597637_1450,6/13/2023 18:00,25.1,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,2,2012,Fail,0,0,-0.531,0.74,0.176,0.056,-0.567,0.06,0.049,0.007,0.033,0.079,0.009,0.065,0.142,0.1,0.069,0.187,0.071,0.113,0.112,0.067,0.237,0.305,0.292,0.07,0.099,0.04,0.111,0.219,-0.531,280.65,-73.77,87.902,279.218,0.74,368.963,-54.838,63.198,123.062,0.176,342.412,-47.873,-205.285,92.176,0.056,361.696,-37.444,-121.951,59.947,-0.567,261.341,-22.511,66.96,28.318,0.06,293.748,-16.764,-43.892,20.213,0.049,277.609,-2.779,-22.35,2.909,0.007,268.771,-41.012,-45.723,69.538,0.033,182.464,-12.198,-46.649,13.93,0.079,304.6,-21.444,-101.587,27.399,0.009,-68.718,-20.441,-5.96,25.704,0.065,579,-13.86,-115.123,16.165,0.142,269.373,17.104,13.411,-14.484,0.1,743.1,-15.417,-139.305,18.344,0.069,-15.113,-29.473,-59.943,41.888,0.187,1202.014,-61.117,-701.932,157.661,0.071,915.497,-28.286,-269.575,39.543,0.113,23.415,-40.203,-232.057,67.423,0.112,-32.337,3.739,-12.201,-3.496,0.067,-34.689,-14.134,-6.378,16.538,0.237,37.525,-43.341,-220.302,76.912,0.305,-7.561,-38.212,-146.271,62.337,0.292,18.8,-23.547,-102.937,31.181,0.07,-8.629,-1.339,-50.174,1.428,0.099,-4.891,-31.025,-54.625,45.123,0.04,-75.259,-32.64,-49.109,48.516,0.111,-12.071,-23.313,-40.21,30.544,0.219,-71.626,9.736,35.953,-8.673
16,4310,45493854_1450,4/19/2023 15:18,25.5,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,2,2012,Fail,0,0,2.25,-0.07,0.06,-0.01,0.09,0.172,0.15,0.09,0.136,0.047,0.062,0.073,-0.01,0.066,0.04,0.089,0.061,0.054,0.065,0.089,-0.015,0.015,0.024,0.146,0.117,-0.025,0.076,0.047,2.25,-29.566,164.528,-701.268,-61.346,-0.07,326.105,14.196,-199.713,-12.492,0.06,165.78,-24.101,-51.961,31.833,-0.01,143.795,0.475,10.497,-0.483,0.09,-64.944,-8.033,2.19,8.833,0.172,225.878,-29.53,-69.656,42.147,0.15,89.868,92.769,44.726,-48.046,0.09,144.003,15.578,-5.659,-13.401,0.136,166.812,-7.039,-19.063,7.718,0.047,129.848,-21.323,-33.538,27.162,0.062,58.05,7.61,2.822,-7.015,0.073,94.721,2.595,-2.117,-2.458,-0.01,65.591,53.117,34.262,-34.697,0.066,84.027,9.914,12.356,-8.959,0.04,129.8,2.471,15.707,-2.372,0.089,124.183,-8.985,4.678,9.97,0.061,32.814,-2.206,8.847,2.318,0.054,87.438,-0.112,-0.643,0.167,0.065,128.445,24.949,25.982,-19.915,0.089,-3.513,0.986,30.205,-0.888,-0.015,59.246,1.239,2.239,-1.238,0.015,10.17,9.359,-14.547,-8.544,0.024,-92.847,-3.26,15.509,3.395,0.146,93.07,-4.68,-16.648,5.063,0.117,175.379,-8.674,-12.929,9.626,-0.025,106.639,7.019,33.088,-6.582,0.076,103.62,14.375,0.346,-12.502,0.047,-84.339,-21.195,47.611,26.955
17,4315,45534850_1450,5/16/2023 20:56,25.1,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,2,2012,Fail,0,0,-1.26,-1.007,0.039,-0.206,0.429,-0.111,0.098,-0.159,0.024,0.11,0.185,0.081,0.088,-0.08,0.106,0.019,0.061,0.005,0.02,0.048,-0.046,-0.068,0.056,-100,0.012,0.024,-100,0.055,-1.26,-52.587,-48.193,6.947,90.592,-1.007,101.713,-16.496,1.998,18.548,0.039,258.613,-29.251,-42.661,41.399,-0.206,145.094,7.722,20.146,-7.36,0.429,-83.304,53.077,60.531,-34.393,-0.111,116.928,6.878,3.755,-6.539,0.098,604.104,17.808,24.814,-15.033,-0.159,-20.221,-64.693,72.361,182.78,0.024,228.153,-2.268,-34.369,2.345,0.11,384.071,-16.311,25.755,19.621,0.185,281.437,31.436,35.211,-23.777,0.081,412.756,5.259,6.088,-4.92,0.088,313.255,-0.172,3.969,0.26,-0.08,72.278,0.066,-31.595,-0.145,0.106,462.299,28.281,36.047,-21.964,0.019,152.264,10.424,1.621,-9.422,0.061,210.356,7.79,22.227,-7.17,0.005,182.653,7.605,12.663,-7.063,0.02,311.578,-6.963,-56.667,7.506,0.048,201.03,-1.693,-53.517,1.771,-0.046,123.222,-3.849,-8.285,3.955,-0.068,-90.614,-17.122,58.539,20.576,0.056,-56.932,17.118,20.537,-14.568,-100,-100,-100,100,-100,0.012,-91.794,-40.443,38.422,67.927,0.024,171.742,78.686,41.996,-44.022,-100,-100,-100,100,-100,0.055,-35.08,-6.225,-16.476,6.697
18,4587,45442187_1450,3/22/2023 21:28,20.6,2,,TRUE,,B3,,,,,,Pass,,,400_LA (new),,,,,,Fail,0,0,-0.428,0.135,-0.107,-0.172,-0.053,-0.01,0.177,-0.118,-0.136,0.116,0.307,0.315,0.074,0.87,0.173,-0.175,-0.081,-0.072,-0.082,-100,1.162,-0.01,-0.027,-0.083,0.003,0.228,-0.055,-0.003,-0.428,49.15,18.67,-198.641,-16.093,0.135,449.974,112.376,-64.422,-52.85,-0.107,270.692,132.903,43.472,-57.11,-0.172,188.189,-5.834,-5.136,6.013,-0.053,-80.47,-67.557,-69.705,208.065,-0.01,439.095,30.181,-30.434,-23.192,0.177,1462.272,41.853,31.826,-29.38,-0.118,233.53,4.649,-39.594,-4.555,-0.136,231.162,1.456,48.014,-1.569,0.116,539.858,10.887,30.381,-9.713,0.307,1543.853,94.01,50.053,-48.298,0.315,1747.963,28.071,13.941,-21.672,0.074,743.556,-9.888,-8.533,11.055,0.87,248.966,-9.737,-75.174,11.751,0.173,1111.433,65.166,44.464,-39.35,-0.175,179.774,66.186,-28.092,-39.932,-0.081,77.477,-11.705,-38.712,13.165,-0.072,300.213,48.565,51.661,-32.738,-0.082,-54.936,-30.559,15.856,43.89,-100,-100,-100,100,-100,1.162,146.64,62.149,62.282,-37.612,-0.01,25.541,-21.395,-57.013,27.206,-0.027,-12.43,35.142,23.694,-26.024,-0.083,351.792,-55.296,-44.453,123.507,0.003,-25.905,10.139,37.91,-9.202,0.228,287.172,13.688,29.439,-11.84,-0.055,550.377,-9.746,-25.619,10.737,-0.003,-63.94,-25.104,49.782,33.513
19,4730,45541507_1450,5/16/2023 17:43,25.6,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,11,2012,Fail,0,0,-0.745,-1.127,0.053,0.002,-0.022,0.11,0.02,0.074,0.119,0.062,-0.069,0.055,0.008,0.043,0.062,0.066,0.051,0.048,0.065,0.081,0.009,0.045,0.012,-100,0.075,0.059,0.053,0.036,-0.745,40.711,32.779,52.312,-25.248,-1.127,74.088,-35.059,58.735,52.249,0.053,175.094,-12.582,-10.011,14.454,0.002,126.342,20.015,32.021,-16.675,-0.022,153.185,28.469,9.543,-22.178,0.11,182.021,-2.783,-9.345,2.976,0.02,114.518,-9,-8.61,9.912,0.074,118.628,-6.307,-9.695,6.81,0.119,153.475,-16.523,-60.625,19.935,0.062,130.536,-8.264,-15.412,9.076,-0.069,46.779,54.087,34.279,-35.146,0.055,81.908,-1.779,-22.448,1.868,0.008,68.555,-1.774,-2.136,1.815,0.043,60.547,39.153,34.659,-28.106,0.062,135.33,13.093,17.312,-11.522,0.066,155.204,-11.157,-11.418,12.632,0.051,46.225,-9.074,-18.679,10.036,0.048,81.635,-1.098,-9.201,1.159,0.065,189.255,-26.766,-85.594,36.639,0.081,97.233,5.247,-51.655,-4.908,0.009,54.484,5.248,-0.941,-4.977,0.045,-88.171,-4.888,15.992,5.187,0.012,-89.975,1.452,9.843,-1.419,-100,-100,-100,100,-100,0.075,74.199,15.602,20.01,-13.431,0.059,114.751,87.234,14.404,-46.559,0.053,102.329,16.97,-38.376,-14.463,0.036,-59.439,4.307,16.852,-4.095
20,4798,45559317_1450,5/23/2023 2:46,25.1,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,12,2012,Fail,0,0,0.138,-0.132,0.113,0.098,-0.026,0.08,0.038,0.018,0.087,0.125,0.214,0.064,0.213,0.098,0.114,0.105,0.142,0.122,0.089,0.409,0.155,0.263,0.146,0.082,-100,0.138,0.088,0.073,0.138,833.203,-37.304,60.698,59.721,-0.132,673.258,-53.368,78.911,114.164,0.113,1784.378,-0.689,-51.633,0.807,0.098,993.638,16.022,5.068,-13.725,-0.026,1389.637,0.625,-58.498,-0.648,0.08,1272.669,-17.258,-110.975,20.954,0.038,1682.229,-10.36,-79.17,11.601,0.018,1116.523,-24.819,-243.891,33.037,0.087,968.391,29.411,-40.869,-22.659,0.125,1453.296,-4.757,-55.647,5.125,0.214,81.483,25.535,-21.293,-20.17,0.064,1716.924,-12.334,-56.423,14.142,0.213,1190.795,-6.218,-32.063,6.857,0.098,1299.94,-23.268,-110.462,30.451,0.114,182.249,1.772,-37.606,-1.63,0.105,2043.59,-15.233,-294.239,18.094,0.142,2779.097,-16.05,-145.721,19.288,0.122,2535.73,-13.411,-122.585,15.629,0.089,3813.965,49.241,38.077,-32.935,0.409,398.765,268.2,-920.544,-72.73,0.155,322.501,-31.745,-179.148,46.736,0.263,825.367,45.543,-65.717,-31.111,0.146,1141.341,1.926,-126.786,-1.747,0.082,1151.171,-38.421,-74.118,62.527,-100,-100,-100,100,-100,0.138,4.997,-34.843,-17.499,53.687,0.088,1391.564,21.042,-109.753,-17.312,0.073,-79.679,-54.885,31.518,121.82
21,5394,45481222_1450,4/12/2023 22:27,26,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,12,2014,Fail,0,0,-1.208,0.442,-0.05,-0.092,-0.032,0,-0.02,-0.049,-0.004,-0.055,-0.069,-0.044,-0.119,-0.058,-0.031,-0.064,-0.009,-0.039,-0.01,-0.014,-0.093,-0.055,-0.058,-0.029,-0.013,-0.06,-0.211,-0.044,-1.208,159.28,-4.474,67.206,3.42,0.442,61.322,-74.712,81.323,297.196,-0.05,148.174,-5.666,-16.19,5.953,-0.092,120.399,20.439,30.145,-17.047,-0.032,119.643,7.63,-3.156,-7.118,0,144.941,33.643,10.423,-25.174,-0.02,132.198,-17.621,-14.855,21.366,-0.049,135.776,15.689,9.333,-13.604,-0.004,147.557,-20.462,-14.741,25.721,-0.055,121.635,8.959,1.484,-8.273,-0.069,59.011,8.404,7.398,-7.816,-0.044,84.197,14.551,3.085,-12.741,-0.119,62.068,10.362,14.681,-9.497,-0.058,92.623,141.995,29.217,-58.701,-0.031,137.316,6.628,17.849,-6.245,-0.064,112.159,-3.393,1.598,3.446,-0.009,-70.979,-7.802,-4.766,8.452,-0.039,75.799,-2.39,-10.493,2.409,-0.01,142.564,2.876,1.356,-2.806,-0.014,63.548,15.399,-20.449,-13.356,-0.093,35.551,-6.798,-3.127,7.195,-0.055,-20.936,3.469,5.893,-3.406,-0.058,-94.194,4.225,38.751,-4.109,-0.029,90.883,10.994,-0.472,-9.932,-0.013,71.208,115.475,42.836,-53.597,-0.06,54.505,-15.189,0.314,17.838,-0.211,-8.223,18.184,-15.063,-15.565,-0.044,-46.838,8.361,12.582,-7.757
22,5482,45397471_1450,2/24/2023 21:47,20.5,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,4,2014,Fail,0,0,-1.204,-0.498,-0.007,-0.062,0.03,-0.01,-0.049,-0.003,0.024,-0.008,0.053,-0.013,0.038,0.547,0.005,0.11,0.006,-0.032,0.135,-0.144,-0.015,0.118,-0.043,0.048,-0.028,0.039,-0.18,0.035,-1.204,15.48,-36.493,-40.763,55.568,-0.498,272.864,24.9,-47.476,-20.335,-0.007,467.282,15.42,37.231,-13.365,-0.062,163.683,3.051,-6.647,-3.021,0.03,472.593,12.317,10.73,-10.939,-0.01,248.243,2.734,-24.946,-2.671,-0.049,427.866,-17.388,-10.551,20.989,-0.003,397.656,-6.151,-17.069,6.551,0.024,228.493,-2.49,3.163,2.578,-0.008,267.582,6.128,8.31,-5.782,0.053,165.606,2.91,-1.5,-2.776,-0.013,179.102,14.377,21.607,-12.581,0.038,188.042,24.595,33.232,-19.709,0.547,109.671,-30.213,-93.491,44.076,0.005,382.222,1.233,4.868,-1.213,0.11,124.377,-29.346,-18.92,41.69,0.006,81.289,0.681,-5.148,-0.67,-0.032,214.07,3.568,-3.945,-3.476,0.135,105.707,-78.152,58.72,358.326,-0.144,820.493,87.829,-94.914,-46.837,-0.015,221.6,-9.226,-29.938,10.148,0.118,187.986,-37.024,-141.658,58.978,-0.043,27.139,-7.983,-48.857,8.629,0.048,158.109,34.063,21.99,-25.372,-0.028,-9.6,-31.185,-139.243,45.278,0.039,1001.886,37.122,-23.027,-27.044,-0.18,170.171,31.966,23.241,-24.359,0.035,-78.649,-29.89,23.271,42.682
23,6139,45483807_1450,4/13/2023 19:36,25.9,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,4,2015,Fail,0,0,-0.569,0.703,0.15,0.138,-0.309,0.111,-0.03,0.008,0.055,0.078,0.069,0.001,0.106,0.072,0.026,0.094,0.089,0.066,0.113,0.085,0.099,0.095,0.089,0.059,0.049,0,0.11,-0.011,-0.569,544.818,-72.422,94.836,260.54,0.703,887.797,-7.488,81.513,8.854,0.15,1069.225,67.205,-74.149,-40.103,0.138,862.501,-2.199,-47.524,2.389,-0.309,209.79,-30.024,-37.266,42.464,0.111,971.376,-17.127,-101.99,20.8,-0.03,1115.107,-35.239,-193.086,54.367,0.008,921.998,-32.616,-391.114,48.414,0.055,755.535,-10.391,-108.712,11.657,0.078,1260.885,-23.863,-217.641,31.445,0.069,-13.564,-11.913,-73.117,13.602,0.001,1126.263,-27.241,-176.543,37.441,0.106,643.794,-0.902,-42.971,1.017,0.072,8.268,-25.269,-135.769,33.91,0.026,554.86,34.807,-77.719,-25.801,0.094,1782.6,-30.538,-561.644,44.098,0.089,1799.647,27.017,-362.81,-21.2,0.066,92.2,-23.199,-145.953,30.292,0.113,2391.58,18.449,-11.006,-15.48,0.085,13.031,-0.457,-34.388,0.545,0.099,97.027,-28.105,-237.08,39.23,0.095,177.088,154.525,-156.405,-60.674,0.089,329.299,-19.086,-118.025,23.697,0.059,681.466,-3.297,-115.989,3.47,0.049,13.348,-4.879,-43.335,5.181,0,372.742,40.92,37.721,-29.038,0.11,141.669,3.407,-1.005,-3.188,-0.011,26.728,-8.922,21.209,9.784
