DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,MTS,Bias,%Error,Freq 2,Freq 3,Freq 6,Freq 7,Freq 8,Freq 11,Freq 14,Freq 15,Freq 18,Freq 21,Freq 26,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28,,,,,,,,,,,
9,4587,44829892_1450,4/21/2022 18:15,25.5,2,QPLog 10-1631 (16) rev11,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,0,0,,2.292,3.019,3.321,3.403,4.078,4.356,5.204,5.53,6.257,7.175,3.747,-1.125,-0.21,0.348,0.473,0.516,-0.08,0.191,0.152,-0.085,0.501,-1.063,2.168,0.064,0.01,-10.935,0.222,2.292,0.04,0.005,-5.987,0.438,3.019,0.026,0.006,-112.473,0.512,3.131,0.039,0.006,-176.275,0.545,3.166,0.037,0.006,-111.266,0.49,3.321,0.021,0.006,-92.189,0.538,3.403,0.01,0.009,-49.6,0.391,4.078,0.014,0.006,-97.637,0.672,4.209,0.012,0.006,-219.099,0.738,4.287,0.029,0.005,-158.305,0.787,4.356,0.02,0.005,-113.009,0.808,4.725,0.018,0.008,-62.239,0.562,5.07,0.035,0.008,-74.349,0.606,5.204,0.019,0.007,-79.598,0.754,5.53,0.013,0.006,-135.854,0.938,6.014,0.024,0.004,-143.56,1.558,6.071,0.021,0.005,-162.41,1.196,6.257,0.019,0.005,-151.134,1.19,6.646,0.005,0.008,-47.894,0.877,6.955,0.002,0.003,-9.346,2.531,7.175,0.026,0.008,-72.612,0.947,8.314,0.03,0.01,-36.271,0.825,8.408,0.063,0.009,-59.753,0.965,5.128,0.013,0.006,-144.493,0.819,5.704,0.012,0.005,-106.331,1.064,3.747,0.028,0.006,-93.039,0.628,6.154,0.008,0.006,-98.266,1.048,11.389,0.012,0.01,-26.863,1.151
10,6139,44845047_1450,4/26/2022 20:20,23.3,2,QPLog 10-1631 (16) rev5,FALSE,,GD,No Defect,Not Done,Not Done,Green,Not Done,Pass,Green,Not Done,100_LVL (old),none,,,4,2015,Pass,0,0,,2.295,3.026,3.312,3.394,4.064,4.347,5.192,5.524,6.257,7.164,3.76,-0.826,0.395,-0.511,-0.064,-0.239,-0.58,-0.416,-0.167,-0.071,-0.048,0.278,2.177,0.031,0.011,-40.485,0.192,2.295,0.027,0.014,-67.899,0.169,3.026,0.008,0.008,-38.648,0.377,3.136,0.024,0.007,-86.881,0.469,3.168,0.008,0.003,-196.381,0.96,3.312,0.011,0.007,-61.769,0.464,3.394,0.004,0.01,-25.964,0.337,4.064,0.006,0.007,-29.538,0.542,4.195,0.007,0.006,-99.997,0.646,4.269,0.006,0.008,-59.63,0.555,4.347,0.099,0.007,-60.799,0.609,4.718,0.005,0.01,-37.961,0.471,5.054,0.015,0.009,-41.871,0.549,5.192,0.073,0.008,-42.068,0.65,5.524,0.007,0.003,-110.499,2.157,5.985,0.005,0.008,-32.891,0.785,6.051,0.005,0.005,-26.403,1.297,6.257,0.033,0.008,-57.134,0.811,6.644,0.001,0.005,-87.623,1.301,6.986,0.011,0.009,-41.166,0.797,7.164,0.039,0.012,-22.299,0.621,8.306,0.006,0.004,-12.655,1.958,8.41,0.004,0.014,-15.042,0.595,5.106,0.003,0.004,-98.588,1.218,5.698,0.012,0.007,-68.566,0.847,3.76,0.019,0.006,-81.075,0.592,6.128,0.002,0.005,-104.612,1.312,11.372,0.003,0.01,-19.938,1.128
11,6141,44845052_1450,4/26/2022 18:06,24.7,2,QPLog 10-1631 (16) rev5,FALSE,,GD,No Defect,Not Done,Not Done,Green,Not Done,Pass,Green,Not Done,100_LVL (old),none,,,4,2015,Fail,0,0,,2.28,3,3.285,3.379,4.042,4.312,5.167,5.487,6.223,7.121,3.728,-2.438,-1.834,-3.309,-1.009,-1.379,-2.573,-1.653,-2.377,-1.574,-2.215,-3.094,2.161,0.027,0.011,-54.577,0.199,2.28,0.033,0.008,-78.965,0.275,3,0.008,0.008,-64.108,0.375,3.112,0.019,0.007,-95.423,0.477,3.144,0.008,0.005,-75.094,0.683,3.285,0.009,0.007,-53.994,0.463,3.379,0.005,0.008,-33.901,0.416,4.042,0.004,0.002,-49.858,2.21,4.157,0.007,0.006,-103.972,0.64,4.24,0.007,0.006,-58.918,0.731,4.312,0.15,0.006,-92.09,0.769,4.684,0.008,0.008,-58.421,0.564,5.017,0.022,0.008,-56.206,0.629,5.167,0.009,0.007,-31.44,0.716,5.487,0.003,0.006,-89.473,0.88,5.938,0.006,0.006,-54.583,1.032,6.011,0.007,0.008,-20.962,0.712,6.223,0.006,0.006,-73.086,1.006,6.609,0.001,0.005,-67.96,1.387,6.94,0.011,0.009,-43.281,0.745,7.121,0.032,0.016,-13.896,0.444,8.254,0.007,0.013,-10.604,0.635,8.369,0.005,0.009,-25.551,0.958,5.085,0.004,0.006,-108.75,0.818,5.663,0.01,0.008,-58.583,0.71,3.728,0.014,0.007,-55.396,0.499,6.107,0.003,0.006,-79.12,0.997,11.302,0.004,0.01,-11.458,1.103
12,4291,44877059_1450,5/12/2022 0:27,27.7,2,QPLog 10-1631 (16) rev8,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,0,0,,2.3,3.005,3.312,3.379,4.047,4.334,5.176,5.503,6.235,7.14,3.744,-0.26,-1.415,-0.579,-0.969,-1.122,-1.322,-1.232,-1.4,-1.018,-1.261,-1.398,2.176,0.088,0.012,-35.625,0.176,2.3,0.115,0.01,-47.347,0.221,3.005,0.031,0.005,-163.977,0.582,3.125,0.065,0.005,-199.671,0.58,3.147,0.024,0.001,-84.436,2.373,3.312,0.022,0.007,-92.162,0.46,3.379,0.012,0.011,-47.68,0.312,4.047,0.012,0.008,-64.624,0.509,4.198,0.014,0.006,-203.884,0.713,4.256,0.025,0.006,-162.686,0.74,4.334,0.025,0.005,-111.661,0.891,4.699,0.02,0.007,-132.468,0.715,5.043,0.036,0.008,-74.139,0.631,5.176,0.02,0.007,-75.125,0.732,5.503,0.015,0.005,-167.915,1.083,5.982,0.022,0.006,-142.755,0.935,6.041,0.016,0.005,-175.163,1.223,6.235,0.019,0.005,-170.281,1.179,6.618,0.004,0.009,-27.455,0.725,6.935,0.006,0.005,-72.371,1.467,7.14,0.02,0.009,-43.875,0.802,8.275,0.059,0.01,-46.26,0.822,8.374,0.052,0.009,-57.409,0.945,5.105,0.007,0.005,-145.744,1.12,5.687,0.013,0.009,-50.171,0.627,3.744,0.02,0.008,-55.38,0.489,6.124,0.01,0.006,-113.263,1.072,11.318,0.008,0.012,-22.363,0.91
13,9066,44855001_355,5/17/2022 19:45,24.3,2,,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,100_LVL (old),,,,0,0,Pass,0,0,,2.304,3.016,3.319,3.428,4.11,4.385,5.23,5.532,6.279,7.191,3.76,0.078,-0.434,0.21,1.941,2.184,1.605,1.477,0.283,0.867,1.297,0.278,2.19,0.029,0.009,-44.961,0.236,2.304,0.022,0.01,-56.746,0.234,3.016,0.007,0.007,-39.171,0.432,3.137,0.018,0.006,-111.665,0.542,3.185,0.012,0.01,-30.945,0.33,3.319,0.01,0.007,-51.662,0.463,3.428,0.004,0.008,-19.316,0.413,4.11,0.005,0.009,-28,0.441,4.214,0.005,0.006,-106.377,0.689,4.304,0.004,0.005,-26.032,0.9,4.385,0.009,0.007,-47.28,0.592,4.746,0.007,0.008,-40.238,0.578,5.097,0.015,0.009,-36.187,0.587,5.23,0.007,0.004,-35.445,1.193,5.532,0.005,0.002,-24.675,3.592,6.018,0.004,0.002,-29.189,3.983,6.08,0.005,0.005,-46.503,1.146,6.279,0.004,0.006,-45.044,1.03,6.658,0,0.005,-73.533,1.306,6.985,0.002,0.009,-54.44,0.749,7.191,0.037,0.012,-20.485,0.581,8.336,0.005,0.005,-11.279,1.524,8.426,0.003,0.006,-31.789,1.357,5.136,0.003,0.003,-119.416,1.569,5.712,0.006,0.007,-98.731,0.796,3.76,0.121,0.009,-62.384,0.44,6.172,0.004,0.004,-62.25,1.421,11.421,0.018,0.01,-20.201,1.091
14,D0138,44868963_1450,5/5/2022 21:36,24.8,2,QPLog 10-1631 (16) rev8,FALSE,,GD,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,200_LA (old),none,,,11,2018,Pass,0,0,,2.323,3.026,3.316,3.413,4.09,4.372,5.224,5.541,6.272,7.184,3.761,2.169,0.473,-0.167,1.072,1.155,0.883,1.193,0.781,0.577,0.944,0.413,2.195,0.119,0.004,-35.737,0.626,2.323,0.105,0.003,-19.958,0.665,3.026,0.036,0.008,-73.765,0.366,3.144,0.077,0.006,-192.476,0.552,3.175,0.08,0.007,-93.419,0.44,3.316,0.048,0.007,-101.345,0.506,3.413,0.027,0.006,-100.084,0.585,4.09,0.024,0.005,-138.264,0.835,4.206,0.022,0.004,-212.087,0.939,4.283,0.019,0.005,-121.311,0.81,4.372,0.057,0.006,-104.682,0.783,4.731,0.038,0.007,-112.688,0.72,5.09,0.079,0.009,-78.883,0.597,5.224,0.045,0.004,-219.897,1.403,5.541,0.026,0.005,-194.609,1.14,6.018,0.055,0.006,-169.153,1.046,6.072,0.06,0.005,-151.843,1.113,6.272,0.036,0.005,-155.361,1.16,6.671,0.007,0.006,-53.831,1.038,6.996,0.008,0.011,-47.08,0.63,7.184,0.046,0.008,-56.751,0.874,8.327,0.021,0.01,-49.798,0.808,8.442,0.144,0.009,-54.049,0.926,5.127,0.014,0.003,-194.404,1.581,5.701,0.006,0.007,-104.148,0.863,3.761,0.044,0.011,-33.426,0.356,6.171,0.02,0.006,-147.633,1.095,11.394,0.007,0.014,-11.066,0.812
15,D0522,44884666_1450,5/16/2022 22:10,24.1,2,QPLog 10-1631 (16) rev8,FALSE,,GD,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,200_LA (old),none,,,3,2019,Pass,0,0,,2.311,3.018,3.315,3.412,4.091,4.371,5.211,5.548,6.263,7.207,3.761,0.898,-0.265,-0.202,0.952,1.178,0.787,0.547,1.215,0.183,2.072,0.348,2.199,0.146,0.009,-53.422,0.247,2.311,0.194,0.01,-72.847,0.239,3.018,0.032,0.009,-67.976,0.344,3.134,0.062,0.005,-214.708,0.597,3.172,0.069,0.007,-107.075,0.478,3.315,0.038,0.005,-117.779,0.611,3.412,0.019,0.007,-88.849,0.496,4.091,0.023,0.006,-113.045,0.688,4.198,0.018,0.007,-171.502,0.643,4.302,0.029,0.007,-133.687,0.649,4.371,0.055,0.006,-121.605,0.716,4.744,0.04,0.007,-116.57,0.721,5.093,0.071,0.008,-90.913,0.671,5.211,0.042,0.004,-132.139,1.213,5.548,0.013,0.004,-99.548,1.449,5.999,0.022,0.005,-251.651,1.316,6.073,0.069,0.007,-108.193,0.922,6.263,0.033,0.006,-135.675,1.093,6.648,0.008,0.007,-64.077,0.97,6.973,0.012,0.008,-81.806,0.928,7.207,0.062,0.008,-73.368,0.926,8.344,0.066,0.01,-22.194,0.85,8.416,0.192,0.012,-33.293,0.698,5.121,0.013,0.003,-154.158,1.681,5.702,0.004,0.006,-102.912,0.896,3.761,0.039,0.009,-52.455,0.431,6.159,0.02,0.005,-121.292,1.191,11.384,0.022,0.01,-31.262,1.086
16,2798,44897784_1450,5/23/2022 22:15,25.3,2,QPLog 10-1631 (16) rev10,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,0,0,,2.301,3.033,3.335,3.397,4.073,4.394,5.21,5.54,6.266,7.176,3.769,-0.183,1.002,1.807,0.115,0.234,2.163,0.466,0.739,0.301,0.523,1.284,2.185,0.078,0.006,-48.896,0.337,2.301,0.107,0.007,-14.157,0.341,3.033,0.026,0.009,-58.977,0.351,3.14,0.062,0.006,-180.389,0.565,3.164,0.042,0.003,-168.365,0.909,3.335,0.029,0.007,-91.061,0.45,3.397,0.013,0.012,-41.655,0.29,4.073,0.015,0.007,-78.171,0.621,4.227,0.023,0.005,-203.063,0.821,4.302,0.015,0.006,-182.35,0.758,4.394,0.022,0.007,-92.406,0.632,4.744,0.019,0.009,-80.958,0.541,5.079,0.036,0.01,-57.061,0.524,5.21,0.024,0.006,-108.87,0.846,5.54,0.011,0.006,-149.894,0.978,6.01,0.034,0.006,-128.113,0.945,6.087,0.019,0.005,-162.176,1.133,6.266,0.023,0.006,-146.174,1.102,6.649,0.007,0.007,-68.961,0.91,6.964,0.003,0.005,-53.19,1.335,7.176,0.029,0.008,-73.251,0.941,8.32,0.004,0.007,-29.636,1.227,8.406,0.05,0.009,-44.591,0.913,5.14,0.013,0.005,-189.195,1.124,5.713,0.015,0.006,-100.597,1.017,3.769,0.02,0.005,-75.198,0.758,6.156,0.01,0.007,-96.572,0.93,11.417,0.01,0.011,-21.748,1.045
17,2798,44897784_1450,5/25/2022 1:15,25.2,2,QPLog 10-1631 (16) rev11,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,0,0,,2.33,3.032,3.334,3.396,4.074,4.393,5.209,5.54,6.267,7.175,3.771,2.916,0.975,1.772,0.054,0.306,2.086,0.402,0.739,0.344,0.483,1.4,2.182,0.108,0.004,-8.563,0.531,2.33,0.094,0.014,-8.721,0.17,3.032,0.023,0.008,-59.494,0.398,3.139,0.056,0.006,-185.068,0.54,3.163,0.041,0.004,-129.349,0.818,3.334,0.027,0.007,-83.116,0.451,3.396,0.01,0.009,-41.638,0.391,4.074,0.02,0.007,-93.138,0.583,4.227,0.02,0.005,-212.908,0.806,4.301,0.011,0.006,-183.374,0.679,4.393,0.017,0.006,-99.434,0.739,4.743,0.017,0.01,-64.545,0.497,5.077,0.027,0.008,-74.757,0.611,5.209,0.022,0.006,-94.511,0.945,5.54,0.009,0.005,-110.769,1.188,6.009,0.033,0.006,-133.786,1.021,6.086,0.014,0.005,-171.621,1.215,6.267,0.021,0.006,-136.572,1.084,6.649,0.005,0.007,-59.262,0.934,6.964,0.002,0.005,-45.434,1.326,7.175,0.025,0.007,-84.504,1.008,8.319,0.004,0.008,-19.976,1.051,8.406,0.005,0.008,-42.355,1,5.14,0.014,0.004,-204.537,1.206,5.715,0.016,0.006,-103.836,0.924,3.771,0.019,0.005,-74.45,0.75,6.156,0.011,0.007,-72.713,0.85,11.418,0.005,0.01,-22.679,1.101
18,4282,44933250_1450,6/18/2022 17:35,25.9,2,,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,0,0,,2.317,3.006,3.318,3.392,4.07,4.358,5.197,5.528,6.252,7.171,3.754,1.457,-1.274,0.107,-0.234,0.112,0.074,-0.193,0.067,-0.296,0.271,-0.353,2.181,0.099,0.007,-10.291,0.306,2.317,0.101,0.012,-15.379,0.198,3.006,0.031,0.006,-132.898,0.472,3.121,0.044,0.006,-167.117,0.53,3.155,0.041,0.006,-126.685,0.522,3.318,0.024,0.007,-85.431,0.459,3.392,0.012,0.006,-72.054,0.555,4.07,0.014,0.008,-76.696,0.535,4.202,0.012,0.006,-159.934,0.756,4.281,0.025,0.006,-127.63,0.709,4.358,0.023,0.006,-125.943,0.75,4.728,0.018,0.007,-93.848,0.674,5.064,0.033,0.008,-85.001,0.628,5.197,0.02,0.008,-69.246,0.692,5.528,0.013,0.005,-134.517,1.047,5.995,0.022,0.005,-196.233,1.157,6.052,0.027,0.006,-113.874,1.011,6.252,0.018,0.005,-138.862,1.137,6.629,0.004,0.008,-39.538,0.811,6.923,0.004,0.005,-79.642,1.387,7.171,0.022,0.008,-58.001,0.845,8.316,0.035,0.01,-59.016,0.859,8.387,0.05,0.013,-26.618,0.646,5.111,0.009,0.005,-152.674,0.957,5.699,0.016,0.009,-38.128,0.623,3.754,0.02,0.008,-67.238,0.48,6.141,0.009,0.006,-106.527,1.006,11.35,0.008,0.011,-14.951,1.016
19,4291,44877059_1450,5/24/2022 0:10,25.4,2,QPLog 10-1631 (16) rev11,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,0,0,,2.297,3.006,3.311,3.38,4.049,4.335,5.177,5.504,6.236,7.141,3.746,-0.661,-1.327,-0.614,-0.951,-1.028,-1.264,-1.168,-1.37,-1.008,-1.192,-1.225,2.17,0.037,0.008,-29.089,0.269,2.297,0.042,0.008,-49.076,0.291,3.006,0.011,0.006,-67.403,0.513,3.124,0.019,0.005,-93.917,0.583,3.143,0.001,0.002,-110.881,1.418,3.311,0.007,0.008,-42.516,0.4,3.38,0.005,0.008,-39.897,0.431,4.049,0.005,0.007,-66.664,0.607,4.199,0.004,0.004,-86.066,0.998,4.257,0.007,0.007,-58.313,0.637,4.335,0.131,0.006,-316.693,0.697,4.699,0.006,0.009,-38.66,0.552,5.044,0.009,0.009,-33.455,0.545,5.177,0.002,0.007,-45.227,0.757,5.504,0.07,0.005,-86.067,1.042,5.983,0.007,0.006,-75.114,1.039,6.041,0.004,0.005,-78.424,1.214,6.236,0.015,0.002,-1119.867,3.077,6.618,0.004,0.007,-33.071,0.991,6.937,0.003,0.005,-43.867,1.374,7.141,0.008,0.008,-35.598,0.951,8.275,0.013,0.009,-23.477,0.925,8.374,0.033,0.01,-23.377,0.863,5.116,0.001,0.002,-45.543,3.344,5.69,0.004,0.008,-28.684,0.7,3.746,0.009,0.005,-57.492,0.715,6.124,0.003,0.005,-52.501,1.12,11.318,0.001,0.007,-8.853,1.547
20,4292,44955031_1450,6/25/2022 17:53,27.3,2,,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,0,0,,2.301,3.023,3.319,3.373,4.04,4.348,5.18,5.507,6.238,7.142,3.752,-0.178,0.148,0.21,-1.33,-1.48,-0.484,-1.034,-1.178,-0.885,-1.148,-0.594,2.157,0.077,0.015,-28.603,0.148,2.301,0.122,0.011,-33.653,0.215,3.023,0.02,0.006,-115.917,0.503,3.124,0.055,0.006,-99.621,0.501,3.158,0.008,0.004,-145.904,0.867,3.319,0.021,0.007,-101.383,0.504,3.373,0.011,0.006,-83.506,0.569,4.04,0.011,0.009,-83.747,0.468,4.202,0.012,0.007,-108.377,0.565,4.258,0.015,0.007,-103.139,0.635,4.348,0.208,0.008,-93.693,0.576,4.7,0.017,0.007,-94.593,0.639,5.044,0.029,0.008,-73.724,0.664,5.18,0.016,0.007,-98.657,0.794,5.507,0.086,0.005,-169.835,1.025,5.975,0.016,0.006,-188.734,0.992,6.057,0.012,0.005,-155.985,1.118,6.238,0.02,0.005,-190.547,1.157,6.626,0.004,0.008,-25.332,0.788,6.952,0.005,0.005,-69.721,1.476,7.142,0.02,0.008,-66.588,0.941,8.275,0.006,0.009,-40.61,0.929,8.382,0.023,0.009,-52.223,0.974,5.114,0.01,0.005,-154.222,1.034,5.694,0.02,0.008,-62.522,0.697,3.752,0.022,0.006,-125.309,0.672,6.131,0.008,0.007,-98.285,0.908,11.342,0.005,0.014,-16.15,0.829
21,4310,44935434_1450,6/15/2022 21:05,26.1,2,,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,200_LA (old),,,,0,0,Pass,0,0,,2.303,3.018,3.301,3.373,4.036,4.33,5.162,5.5,6.229,7.141,3.747,0.049,-0.289,-1.713,-1.33,-1.667,-1.553,-1.916,-1.573,-1.309,-1.192,-1.127,2.129,0.069,0.004,-2.761,0.474,2.303,0.114,0.011,-15.623,0.207,3.018,0.039,0.008,-78.013,0.38,3.125,0.108,0.006,-125.847,0.483,3.153,0.035,0.003,-236.177,0.974,3.301,0.035,0.009,-63.152,0.348,3.373,0.024,0.007,-79.776,0.503,4.036,0.022,0.007,-105.106,0.579,4.18,0.021,0.006,-194.271,0.71,4.248,0.053,0.007,-127.749,0.59,4.33,0.051,0.006,-102.416,0.701,4.695,0.039,0.007,-119.405,0.697,5.037,0.069,0.008,-73.249,0.662,5.162,0.046,0.007,-83.977,0.781,5.5,0.026,0.005,-188.845,1.027,5.974,0.051,0.005,-203.904,1.307,6.029,0.058,0.006,-130.33,0.983,6.229,0.044,0.005,-190.919,1.195,6.609,0.007,0.009,-41.309,0.762,6.953,0.014,0.008,-86.023,0.827,7.141,0.056,0.008,-64.08,0.875,8.276,0.016,0.009,-41.761,0.949,8.373,0.175,0.009,-62.025,0.984,5.087,0.021,0.006,-131.36,0.857,5.682,0.005,0.006,-111.428,0.89,3.747,0.054,0.007,-96.199,0.522,6.112,0.019,0.005,-104.38,1.171,11.317,0.011,0.012,-27.708,0.941
22,4315,44940466_1450,6/17/2022 21:26,25.5,2,,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,200_LA (old),,,,0,0,Pass,0,0,,2.311,3.019,3.314,3.378,4.043,4.34,5.177,5.514,6.238,7.157,3.752,0.821,-0.157,-0.339,-1.049,-1.3,-0.985,-1.161,-0.768,-0.885,-0.428,-0.594,2.178,0.113,0.006,-16.376,0.376,2.311,0.121,0.013,-18.817,0.173,3.019,0.039,0.008,-84.871,0.395,3.13,0.105,0.006,-177.04,0.535,3.141,0.076,0.002,-318.005,1.507,3.314,0.042,0.007,-110.255,0.487,3.378,0.025,0.007,-71.311,0.468,4.043,0.023,0.006,-82.239,0.699,4.195,0.025,0.006,-160.773,0.724,4.258,0.041,0.007,-160.898,0.602,4.34,0.075,0.005,-137.953,0.794,4.704,0.04,0.007,-111.892,0.687,5.051,0.074,0.009,-56.459,0.574,5.177,0.048,0.007,-89.393,0.772,5.514,0.031,0.005,-203.292,1.13,5.977,0.032,0.006,-217.002,1.048,6.048,0.052,0.006,-146.895,1.082,6.238,0.045,0.005,-174.023,1.181,6.622,0.007,0.007,-48.65,0.928,6.938,0.005,0.006,-47.06,1.253,7.157,0.054,0.008,-63.932,0.859,8.292,0.167,0.009,-60.667,0.913,8.385,0.155,0.01,-44.728,0.828,5.107,0.015,0.005,-132.746,0.969,5.69,0.039,0.007,-122.858,0.875,3.752,0.056,0.005,-139.436,0.794,6.128,0.021,0.005,-125.362,1.156,11.347,0.011,0.015,-11.567,0.774
23,5394,44945716_1450,6/24/2022 21:59,26.9,2,,FALSE,,GD,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,200_LA (old),none,,,2,2014,Pass,0,0,,2.309,3.023,3.322,3.393,4.068,4.349,5.198,5.525,6.253,7.159,3.76,0.685,0.131,0.52,-0.155,-0.013,-0.484,-0.119,-0.115,-0.254,-0.295,0.245,2.19,0.116,0.007,-33.3,0.3,2.309,0.126,0.014,-22.645,0.163,3.023,0.039,0.007,-95.534,0.456,3.138,0.085,0.005,-191.869,0.579,3.159,0.04,0.006,-113.275,0.556,3.322,0.037,0.006,-108.5,0.55,3.393,0.02,0.008,-68.669,0.419,4.068,0.022,0.005,-124.571,0.757,4.214,0.021,0.007,-216.26,0.623,4.273,0.037,0.006,-151.409,0.708,4.349,0.068,0.006,-134.79,0.705,4.714,0.032,0.007,-118.566,0.717,5.063,0.065,0.009,-61.422,0.56,5.198,0.036,0.003,-148.19,2.046,5.525,0.021,0.005,-202.216,1.119,6,0.054,0.006,-138.714,0.935,6.061,0.031,0.004,-141.979,1.382,6.253,0.033,0.005,-173.186,1.196,6.643,0.007,0.008,-45.114,0.847,6.959,0.004,0.005,-38.492,1.471,7.159,0.047,0.009,-58.233,0.81,8.297,0.02,0.009,-47.867,0.924,8.415,0.132,0.009,-61.084,0.973,5.126,0.013,0.004,-196.475,1.454,5.703,0.005,0.004,-117.879,1.435,3.76,0.05,0.007,-76.556,0.531,6.146,0.023,0.004,-129.284,1.559,11.366,0.009,0.015,-13.927,0.771
24,5482,44860019_1450,5/24/2022 17:10,24.8,2,QPLog 10-1631 (16) rev11,FALSE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,0,0,,2.305,2.995,3.319,3.391,4.065,4.362,5.196,5.514,6.247,7.157,3.739,0.215,-2.315,0.21,-0.295,-0.184,0.267,-0.221,-0.8,-0.495,-0.428,-1.878,2.183,0.04,0.014,-14.405,0.16,2.305,0.051,0.009,-37.119,0.256,2.995,0.013,0.007,-44.558,0.417,3.116,0.014,0.005,-97.235,0.579,3.154,0.015,0.007,-47.209,0.438,3.319,0.009,0.007,-52.518,0.502,3.391,0.005,0.013,-21.311,0.256,4.065,0.006,0.007,-49.12,0.572,4.207,0.006,0.006,-78.311,0.691,4.28,0.006,0.006,-74.907,0.713,4.362,0.141,0.009,-305.419,0.48,4.719,0.006,0.008,-39.752,0.61,5.059,0.01,0.009,-34.024,0.571,5.196,0.001,0.007,-24.156,0.715,5.514,0.076,0.006,-77.686,0.986,5.99,0.009,0.006,-66.401,0.989,6.068,0.006,0.002,-205.126,2.766,6.247,0.007,0.006,-70.13,1.064,6.605,0.004,0.008,-27.326,0.811,6.931,0.002,0.005,-26.117,1.478,7.157,0.009,0.007,-37.683,0.958,8.286,0.007,0.011,-12.077,0.741,8.359,0.019,0.007,-29.107,1.26,5.119,0.002,0.004,-102.161,1.298,5.699,0.008,0.007,-36.285,0.77,3.739,0.01,0.01,-19.298,0.369,6.13,0.004,0.007,-46.999,0.884,11.348,0.001,0.011,-9.077,1.001
